Dates;EURCHF;EURGBP;EURJPY;EURUSD;EURSEK;EURNOK;EURCAD;EURSGD;EUR
2003-11-24;-285.4;141.3;-299.05;-108.2;592.54;507.11;69;-251;0
2003-11-25;-288.25;140.95;-301.3;-112.2;574.5;481;69;-257;0
2003-11-26;-278.5;141.35;-306.2;-109.5;611.5;508.5;75;-248;0
2003-11-27;-287.7;138;-313.85;-113.2;562.5;420;64;-257;0
2003-11-28;-279.55;139;-318;-110;571;425.5;60;-249;0
2003-12-01;-279.5;139.9;-320.45;-108.5;562;417;60;-247;0
2003-12-02;-274.3;140;-315.75;-105.75;579;485;63;-251;0
2003-12-03;-277.95;138.85;-314.85;-106.7;584.5;446.5;63;-245;0
2003-12-04;-274.15;141.2;-302;-104.7;614;456.5;70;-249;0
2003-12-05;-275.15;140.75;-301.6;-111;610.5;422;83;-265;0
2003-12-08;-277;142.65;-305.7;-110.25;612;448;74;-264;0
2003-12-09;-271.95;140.55;-307.85;-107;632.5;448;78;-261;0
2003-12-10;-272.95;141.2;-311.1;-109.5;591;312;72;-267;0
2003-12-11;-273.75;139.85;-305.25;-120.5;540;250.5;71;-268;0
2003-12-12;-280.35;140.1;-304.05;-115.5;534;264;66;-259;0
2003-12-15;-273.7;143.75;-304.2;-110.2;538.5;257.5;67;-258;0
2003-12-16;-277.8;134.7;-303.3;-114.85;521;238.5;64;-264;0
2003-12-17;-279.05;136.6;-300.15;-111.95;508;36;67;-260;0
2003-12-18;-276;136.85;-302.7;-110;514;93;65;-255;0
2003-12-19;-282.35;138.85;-303.3;-111.5;476;80.5;67;-256;0
2003-12-22;-275.35;139.5;-304.2;-109;529.5;67;69;-253;0
2003-12-23;-269;138;-300.75;-106;543.5;39.5;71;-253;0
2003-12-24;-271.05;134.95;-305.7;-107.5;539.5;31.85;71;-253;0
2003-12-25;-271.1;137.4;-306.75;-107.5;539;30.15;71;-253;0
2003-12-26;-271.3;138.85;-302.85;-109.5;521;14;67.85;-253;0
2003-12-29;-264.65;142;-299.85;-109.5;506;81;65;-253;0
2003-12-30;-265.8;144.1;-301.1;-108.4;528.39;62;64;-251.5;0
2003-12-31;-262.55;144.45;-299.25;-105.74;560;88;64;-251.5;0
2004-01-01;-253.9;144;-298.5;-105.78;555;83;64;-251.5;0
2004-01-02;-262.3;145.7;-304;-101.5;530.5;66.5;61;-243;0
2004-01-05;-260.85;148.75;-303.15;-101.4;527;-20;55;-246;0
2004-01-06;-256;150.6;-287.5;-101.85;513;10;63;-252;0
2004-01-07;-261.7;149.75;-293.15;-101.6;526;-1;63;-252;0
2004-01-08;-260.7;147.1;-294.05;-100.75;528;-37;61;-254;0
2004-01-09;-260;144;-291;-108.7;522;-57;61;-265;0
2004-01-12;-262.6;142.9;-293;-109.15;465;-3;62;-265;0
2004-01-13;-259.4;141.05;-294;-111.5;485;-16;61;-271;0
2004-01-14;-265;142.95;-293.2;-111.95;478;-35.5;52;-271;0
2004-01-15;-265;145;-288;-109.5;495.5;-56;51;-262;0
2004-01-16;-265;144.05;-285;-105.03;489;-57;55;-256;0
2004-01-19;-266;146;-287;-104.5;494;-61;51;-250;0
2004-01-20;-266.5;149.15;-289.95;-102.75;460;74;46;-254;0
2004-01-21;-265.15;148;-288;-104.5;482.5;163.5;41;-255;0
2004-01-22;-263.55;149.2;-286.25;-105.75;490;230.5;30;-260;0
2004-01-23;-264.25;155.55;-286.35;-101;498;164;34;-252;0
2004-01-26;-268.15;155.95;-290.75;-101.52;449;122;28;-252;0
2004-01-27;-266.85;155.65;-285.45;-104.3;481;122.5;26;-256;0
2004-01-28;-269.2;152.95;-291.9;-93.53;469;67.5;28;-247;0
2004-01-29;-267.85;151;-293;-102.67;447;36.5;37;-251;0
2004-01-30;-276.5;150.85;-294.4;-102.7;425;43.5;26;-265;0
2004-02-02;-276.25;153;-289;-100.7;430;-9;29;-263;0
2004-02-03;-273;152.3;-288.35;-100.25;450.5;-50.5;28;-266;0
2004-02-04;-270.15;152.43;-286.86;-97.9;441;-70;36;-262;0
2004-02-05;-270.07;153.18;-291.31;-92.82;474;-70;40;-253;0
2004-02-06;-263.95;156;-287;-97.09;463;-70;37;-259;0
2004-02-09;-268.95;152.6;-287.75;-98.75;451.5;-41;27;-260;0
2004-02-10;-273;151;-290;-95.75;418;51;26;-256;0
2004-02-11;-266.65;151;-285.15;-101.7;400;-194.5;23;-268;0
2004-02-12;-270.5;152;-285;-100.91;416;-221.5;24;-267;0
2004-02-13;-270.35;150;-284;-102.79;385;-233;24;-275;0
2004-02-16;-272;150.2;-287;-103.05;398;-262.5;24;-276;0
2004-02-17;-266.3;151.05;-285;-101;407;-226.5;31;-268;0
2004-02-18;-269;150.5;-286.2;-101.75;366;-260.5;33;-266;0
2004-02-19;-266.1;152.9;-287.45;-101.2;398;-272;27;-263;0
2004-02-20;-269.1;154.1;-293.3;-103.2;358.5;-284;23;-266;0
2004-02-23;-267.5;156;-291.35;-102.2;377;-322.5;18;-270;0
2004-02-24;-265.5;156;-290.5;-100.2;417;-323.5;23;-269;0
2004-02-25;-261;157;-279.7;-93;416;-286;29;-255;0
2004-02-26;-257.4;157.75;-280.7;-93;419;-278;23;-249;0
2004-02-27;-259.85;157.55;-279.05;-91.5;429;-263;26;-245;0
2004-03-01;-261.1;161.9;-280.65;-93.25;418;-264.5;21;-255;0
2004-03-02;-260.85;161.4;-285.7;-93.25;399;-313;19;-251;0
2004-03-03;-262.77;160.2;-282.55;-90.27;431;-267.5;23;-251;0
2004-03-04;-265.64;161.33;-285.65;-93.49;408;-246;27;-257;0
2004-03-05;-261.19;164.32;-281.81;-97.53;396;-216.5;23;-261;0
2004-03-08;-262.21;163.93;-279.15;-99.25;397;-289;23;-257;0
2004-03-09;-260.93;164.45;-280.05;-97.75;366.5;-278;19;-256;0
2004-03-10;-262.74;164.96;-278.44;-99;340.5;-365.5;19;-255;0
2004-03-11;-260.25;164.44;-276.01;-100.05;296;-199.5;14;-265;0
2004-03-12;-259.45;161.02;-276.75;-96.25;251;-175.5;10;-256;0
2004-03-15;-259.18;162.92;-273.05;-95.5;267.5;-189;11;-254;0
2004-03-16;-258.67;163.4;-269.61;-97;245.5;-152;10;-257;0
2004-03-17;-251.61;165.69;-266.72;-93.75;298;-101;14;-251;0
2004-03-18;-246.39;168.95;-262.87;-91.25;304;-76;18;-247;0
2004-03-19;-247;171.46;-259.97;-89.75;262;-79.5;18;-241;0
2004-03-22;-245.6;170.68;-258.99;-91.13;264;-114;12;-242;0
2004-03-23;-249.05;171.3;-262.75;-93.57;245;-113;11;-250;0
2004-03-24;-240.6;175.1;-251.55;-85.23;200;-109;17;-234;0
2004-03-25;-237.33;177.89;-242.77;-80.75;204.5;-91;22;-226;0
2004-03-26;-236.24;177.58;-244.7;-77.25;245;-70;32;-221;0
2004-03-29;-235.77;178.57;-247.1;-79.2;229;-70;30;-221;0
2004-03-30;-236.01;179.36;-248.35;-74.84;227;-70;32;-220;0
2004-03-31;-238.09;178.67;-246.55;-80.53;201.5;-70;24;-227;0
2004-04-01;-245.45;173.49;-256.57;-86.5;176;-84;9;-239;0
2004-04-02;-245.45;174.28;-269.29;-83.53;72.5;-134;11;-234;0
2004-04-05;-245.51;170.76;-264.15;-78.23;105;-70;21;-240;0
2004-04-06;-240.81;171.88;-263.35;-77;97;-71;24;-237;0
2004-04-07;-229.5;174.24;-262.61;-76.2;136.5;-45;27;-239;0
2004-04-08;-227.63;168.32;-264.23;-76.48;110.02;-43.43;10;-235;0
2004-04-09;-227.36;169.37;-265.91;-76.58;119;-68;10;-235;0
2004-04-12;-226.04;168.09;-263.34;-75.7;125.5;-63.5;10;-235;0
2004-04-13;-230.91;168.04;-270.36;-74;128;-70;20;-223;0
2004-04-14;-232.7;169.29;-280.14;-66.43;184;-70;24;-222;0
2004-04-15;-230.05;168.66;-276.73;-67.25;149.5;-70;21;-231;0
2004-04-16;-233.26;168.98;-273.11;-72.36;148;-43;17;-234;0
2004-04-19;-228.25;170.38;-277.14;-68.63;146.5;-70;21;-232;0
2004-04-20;-234.65;167.45;-284.14;-62.66;177.5;-46;19;-232;0
2004-04-21;-232.51;167.21;-281.07;-60.5;180.5;70;20;-237;0
2004-04-22;-232.37;165.77;-277.43;-60.45;156;21;21;-238;0
2004-04-23;-229.07;165.7;-281.51;-55.88;165;70;25;-224;0
2004-04-26;-227.25;166.31;-279.44;-56.7;149;36;19;-240;0
2004-04-27;-226.61;167.36;-282.98;-61.19;100.5;46;15;-251;0
2004-04-28;-223.6;168.1;-290.5;-57.3;129.5;53;15;-247;0
2004-04-29;-224.14;169.38;-292.71;-57.25;161;49;15;-249;0
2004-04-30;-235;170.35;-293.51;-57.25;154;49;6;-247;0
2004-05-03;-237.7;170.95;-289.92;-51.75;159;28;-2;-246;0
2004-05-04;-236.27;168.09;-291.75;-55.28;166;21.5;-2;-246;0
2004-05-05;-235.45;169.59;-291.38;-51.6;160;44;3;-244;0
2004-05-06;-233.22;168.61;-294.85;-49.58;153;-79.5;-1;-241;0
2004-05-07;-233.61;165.63;-306.94;-35.58;133.5;-123;21;-232;0
2004-05-10;-229.34;169.18;-307.81;-34.51;127.5;-145;23;-242;0
2004-05-11;-228.76;170.82;-309.65;-35.78;105.5;-97;20;-245;0
2004-05-12;-232.4;170.9;-310.07;-36.45;159;-102;21;-246;0
2004-05-13;-234.58;172.04;-315.33;-33.99;196;-93;23;-238;0
2004-05-14;-235.05;174.03;-310.53;-35.5;138;-140;31;-240;0
2004-05-17;-237.14;175.83;-312.59;-37.9;125;-67;31;-242;0
2004-05-18;-240.71;176.22;-312.13;-34.2;141;-70;41;-235;0
2004-05-19;-240.41;181.45;-315.56;-32.25;162;-70;38;-242;0
2004-05-20;-240.08;182.39;-309.86;-32.9;160.5;-70;35;-236;0
2004-05-21;-236.11;183.63;-310.2;-30.25;176;-70;39;-229;0
2004-05-24;-240.5;183.41;-311.88;-29.23;155;-8;35;-236;0
2004-05-25;-242.02;182.98;-313.11;-29.63;143;12;46;-237;0
2004-05-26;-233.34;186.26;-308.08;-31.39;142;17;47;-241;0
2004-05-27;-227.24;186.3;-305.09;-31.57;122;58;43;-251;0
2004-05-28;-234.04;185.2;-308.94;-30.5;144;50;41;-251;0
2004-05-31;-230.8;185.64;-306.53;-31.4;142;48;41;-254;0
2004-06-01;-234.76;185.86;-313.85;-27.2;170;18;50;-243;0
2004-06-02;-233.31;187.42;-316.55;-23.9;128;15;47;-238;0
2004-06-03;-227.76;184.82;-314.49;-23.04;116;8;47;-239;0
2004-06-04;-226.57;186.75;-320.23;-18.15;139;24;57;-249;0
2004-06-07;-217.85;188.76;-313.45;-17.65;106.85;-22.05;69;-255;0
2004-06-08;-212.31;188.98;-313.2;-15.3;105.76;-49.94;63;-248;0
2004-06-09;-206.01;186.71;-309.34;-8.7;117.55;-60.71;63;-236;0
2004-06-10;-200.83;182.78;-309.78;-5.85;102.88;-42.95;62;-247;0
2004-06-11;-206.07;182.62;-312.6;-1.23;63.89;-48.52;63;-250;0
2004-06-14;-212.53;185.77;-323.81;-0.1;74.38;-80.56;66;-271;0
2004-06-15;-213.84;186.75;-310.11;-5.6;71.9;-105.46;73;-263;0
2004-06-16;-222.48;185.7;-313.45;-6.18;73.43;-78.07;62;-251;0
2004-06-17;-205.28;186.18;-311.75;-11.5;38.97;-123.85;59;-278;0
2004-06-18;-206.62;184.25;-312.85;-8.6;-31.67;-87.4;66;-276;0
2004-06-21;-207.93;183.59;-310.03;-9.2;-18.89;-110.86;66;-273;0
2004-06-22;-206.17;184.32;-315.35;-8.1;-30.89;-100.41;62;-273;0
2004-06-23;-207.68;182.09;-310.85;-6.8;-25.71;-102.5;62;-282;0
2004-06-24;-202.68;184.1;-302.2;-5.2;-29.95;-83.38;66;-281;0
2004-06-25;-201.87;183.3;-305.91;-4.7;-31.88;-85.82;54;-280;0
2004-06-28;-200.66;182.16;-313.3;0.48;-19.01;-104.2;59;-259;0
2004-06-29;-199.34;182.95;-307.29;1.03;-31.54;-101.42;56;-268;0
2004-06-30;-192.71;184.76;-308.94;-6.85;-22.82;-147.1;62;-281;0
2004-07-01;-192.84;184.27;-301.3;-7.5;-29.54;-183.71;56;-275;0
2004-07-02;-198.74;186.72;-305.1;-14.91;-31.99;-174.47;45;-286;0
2004-07-05;-204.91;186.15;-306.3;-13.35;-19.1;-186.52;46;-268;0
2004-07-06;-202.55;185.64;-309.18;-12.6;-32.31;-182.94;46;-253;0
2004-07-07;-208.17;187.23;-306.08;-11.35;-34.35;-165.15;48;-249;0
2004-07-08;-206.53;186.95;-306.9;-12.75;-19.5;-181.43;45;-253;0
2004-07-09;-204.1;185.47;-306.05;-13.25;-31.41;-193.67;49;-248;0
2004-07-12;-210.42;185.83;-305.32;-13;-19.19;-198.86;54;-239;0
2004-07-13;-208.13;185.5;-309.26;-13.25;-38.15;-197.63;57;-249;0
2004-07-14;-207.77;186.14;-312.16;-9.18;-29.36;-158.55;61;-254;0
2004-07-15;-206.57;183.76;-311.1;-7.33;-30.75;-164.38;67;-247;0
2004-07-16;-206.11;181.12;-306.7;-10.7;-27.16;-158.41;62;-258;0
2004-07-19;-206.29;181.91;-304.55;-9.04;-31.75;-153.22;66;-256;0
2004-07-20;-212.84;180.32;-310.45;-2.8;-42.7;-122.47;61;-248;0
2004-07-21;-210.62;182.48;-314.95;-3.7;-33.23;-177.98;62;-258;0
2004-07-22;-209.07;186.17;-311.35;-1.15;-28.04;-138.68;65;-254;0
2004-07-23;-211.57;185.23;-306.79;-3.6;-33.5;-167.48;59;-252;0
2004-07-26;-212.21;183.95;-312.35;-1.05;-30.92;-184.36;62;-252;0
2004-07-27;-210.87;185.25;-313.48;4.1;-24.69;-178.36;66;-246;0
2004-07-28;-208.45;183.51;-315.1;1.6;-45;-178.42;69;-247;0
2004-07-29;-205.9;187.84;-310.88;1.75;-36.89;-153.99;68;-237;0
2004-07-30;-201.75;189;-304.78;-1.4;-36.18;-159.24;62;-222;0
2004-08-02;-203.53;188.99;-301.53;-1.8;-20.64;-144.04;62;-228;0
2004-08-03;-210.04;189.81;-303.9;-1.56;-37.9;-135.83;58;-232;0
2004-08-04;-214.56;190.73;-306.35;-1.03;-25.5;-115.85;56;-219;0
2004-08-05;-217.39;187.08;-302.7;0.8;111.24;-112.36;58;-226;0
2004-08-06;-220.71;187.63;-299.09;-13.2;134.5;-47.93;38;-249;0
2004-08-09;-219.4;189.25;-302.42;-10.78;130.29;45.32;42;-243;0
2004-08-10;-218.45;189.7;-308.88;-4.68;145.46;24.53;51;-208;0
2004-08-11;-219.44;190.7;-301.41;-5.6;126.48;37.02;51;-215;0
2004-08-12;-218.15;190.44;-300.01;-2.9;119.05;44.22;55;-205;0
2004-08-13;-164.67;188.89;-302.39;-4.45;126.59;41.69;60;-199;0
2004-08-16;-216.92;190.73;-303.58;-4.8;127.68;44.3;62;-201;0
2004-08-17;-218.85;191.65;-302.36;-8;118.79;51.33;58;-204;0
2004-08-18;-221.06;189.29;-301.3;-6.58;127.7;45.91;62;-193;0
2004-08-19;-219.5;189.6;-298.85;-6.72;150.32;40.9;58;-197;0
2004-08-20;-220.07;190.98;-298.83;-4;180.38;42.96;57;-195;0
2004-08-23;-219.18;187.87;-298.29;-3.9;199.32;45.54;53;-193;0
2004-08-24;-213.75;190.55;-297.83;-2.31;197.28;18.52;71;-190;0
2004-08-25;-212.02;190.45;-296.96;-1.43;191.56;43.94;76;-176;0
2004-08-26;-208.32;190.03;-293.56;-0.88;201.19;42.89;80;-168;0
2004-08-27;-208.53;187.6;-292.85;-0.8;193.72;37.81;82;-170;0
2004-08-30;-210.23;188.63;-295.19;-2.15;176.93;18.5;82;-172;0
2004-08-31;-214.84;187.24;-295.77;-3.9;186.59;18.62;82;-184;0
2004-09-01;-208.98;188.62;-296.46;-6.3;197.73;18.63;82;-184.5;0
2004-09-02;-205.17;185.76;-304.96;-4.9;173.78;25.82;82;-185;0
2004-09-03;-204.45;182.31;-309.81;-6.7;149.32;18.49;82;-178.5;0
2004-09-06;-206.47;179.82;-307.65;2.08;160.4;18.5;91;-179;0
2004-09-07;-214.95;181.93;-312.3;-1;138.93;18.51;92;-185;0
2004-09-08;-214.17;183.11;-306.87;-6.4;111.54;18.61;94;-186;0
2004-09-09;-209.45;182.11;-309.89;-4.15;130.54;18.61;90;-182.5;0
2004-09-10;-208.25;180.93;-311.65;-5.8;134.43;18.64;86;-184.5;0
2004-09-13;-211.03;180.81;-311.85;-10.9;96;18.5;82;-180;0
2004-09-14;-208.15;180.48;-310.27;-12.1;79.44;18.66;88;-175.5;0
2004-09-15;-210.14;182.39;-314.29;-9.9;85.63;18.52;85;-177;0
2004-09-16;-213.09;183.48;-308.35;-15;55.62;15.75;84;-172;0
2004-09-17;-209.12;180.03;-313.37;-6.9;107.79;18.54;75;-168;0
2004-09-20;-216.78;182.64;-310.96;-8.55;120.43;18.52;76;-180;0
2004-09-21;-219.44;183.59;-316.11;-6.5;177.99;18.72;88;-175;0
2004-09-22;-217.16;179.73;-313.64;-3.4;179.54;18.89;92;-172;0
2004-09-23;-207.93;182.72;-316.2;0.93;196.46;18.66;90;-170.5;0
2004-09-24;-213.4;181.25;-314.25;5.8;187.26;20.61;96;-149.5;0
2004-09-27;-209.61;179.81;-315.85;7;170.28;18.71;92;-175.5;0
2004-09-28;-210.13;179.16;-318.3;3.7;157.01;18.73;93;-183;0
2004-09-29;-213.94;176.98;-319.93;8.7;172.93;18.78;93;-179;0
2004-09-30;-214.13;177.97;-315.58;11.8;176.13;18.84;99;-172;0
2004-10-01;-213.87;179.71;-315.99;13.7;164.84;18.85;102;-172;0
2004-10-04;-214.81;178.94;-316.8;12.45;154.76;18.75;101;-170;0
2004-10-05;-218.57;178.87;-318.3;12.85;146.05;18.74;103;-176;0
2004-10-06;-216.18;176.98;-318.97;17.3;160.66;18.7;104;-173;0
2004-10-07;-214.07;177.18;-315.25;18.4;176.14;-253.6;106;-164;0
2004-10-08;-213.56;179.78;-307.22;14.48;168.7;-244.46;108;-174.5;0
2004-10-11;-212.38;179.35;-306.25;14.4;217;-157.89;106;-172;0
2004-10-12;-212.2;178.75;-304.5;13.03;191.23;-175.47;104;-173;0
2004-10-13;-213.51;181.46;-302.78;12;208.43;-187.04;103;-165;0
2004-10-14;-209.38;180.14;-301.83;11;161.17;-183.56;99;-168;0
2004-10-15;-208.14;181.72;-302.84;14;186.57;-165.94;103;-158;0
2004-10-18;-207.45;180.8;-302.58;15.5;181.6;-170.34;105;-159;0
2004-10-19;-217.92;181.17;-300.85;17.4;152.02;-188.49;106;-155.5;0
2004-10-20;-218.46;180.91;-301.8;17.45;174.94;-156.59;99;-160;0
2004-10-21;-214.38;180.15;-302.36;20.8;181.98;-160.72;99;-160;0
2004-10-22;-209.06;179.55;-300.87;19.9;164.23;-157.89;102;-158;0
2004-10-25;-208.97;179.41;-302.95;20.4;169.46;-163.87;94;-178;0
2004-10-26;-209.42;180.06;-303.71;21.23;174.02;-136.42;102;-172.5;0
2004-10-27;-211.82;180.23;-307.1;25.3;141.38;-157.51;106;-172.5;0
2004-10-28;-208.83;180.25;-303.86;26.43;130.18;-181.59;107;-170;0
2004-10-29;-213.57;179.55;-304.71;26.98;132.3;-204.72;114;-171;0
2004-11-01;-213.18;178.83;-307.25;31.4;143.32;-201.07;117;-161;0
2004-11-02;-214.3;179.1;-307.15;27.82;131.06;-218.43;116;-170;0
2004-11-03;-217.52;180.45;-307.1;31.45;110.13;-247.58;121;-169;0
2004-11-04;-210.52;183.07;-308.87;33.7;146.6;-196.72;115;-169;0
2004-11-05;-209.87;180.91;-316.05;43.8;113.43;-191.11;122;-165.5;0
2004-11-08;-197.03;179.99;-317.35;47.95;105;-217.7;123;-182;0
2004-11-09;-197.75;182.16;-314.1;52.75;123.82;-192.95;125;-179;0
2004-11-10;-195.28;177.78;-319.22;54.15;133.97;-179.19;125;-171;0
2004-11-11;-194.66;178.06;-312.41;59.5;142.46;-172.58;125;-165;0
2004-11-12;-198.17;177.28;-311.15;61.85;140.52;-176.46;130.17;-160.5;0
2004-11-15;-196.75;175.47;-310.57;62.53;123.13;-225.15;122;-161;0
2004-11-16;-196.64;175.33;-312.95;66.05;108.02;-214.09;120;-171;0
2004-11-17;-189.12;176.31;-309.76;63;83.39;-246.52;108;-181;0
2004-11-18;-186.91;175.56;-312.7;61.51;70.99;-231.27;112;-173;0
2004-11-19;-187.53;176.51;-309.79;69.25;69.41;-217.96;107;-151.5;0
2004-11-22;-186.92;176.39;-309.1;73.85;98.26;-204.46;115;-158;0
2004-11-23;-189.03;175.22;-307.95;78.13;85.64;-190.88;109;-166;0
2004-11-24;-184.67;175.61;-305.67;81.57;102.28;-185.68;110;-169;0
2004-11-25;-185.73;174.42;-302.55;86.05;91.98;-193.59;94;-173;0
2004-11-26;-188.84;173.75;-301.72;89.28;76.09;-188.58;94;-181;0
2004-11-29;-189.47;171.65;-305.3;87.47;66.46;-194.04;96;-176;0
2004-11-30;-193.6;173.23;-303.1;87.13;40.2;-198.25;86;-167;0
2004-12-01;-190.14;176.47;-301.2;91.25;91.15;-186.89;90;-166;0
2004-12-02;-191.26;173.1;-307.08;87.8;81.59;-218.19;87;-174.5;0
2004-12-03;-187.77;175.32;-303;85.95;79.62;-178.49;79;-182;0
2004-12-06;-194.16;174.37;-302.48;85.35;66.54;-182.46;86;-171;0
2004-12-07;-194.56;173.42;-301.7;87.98;55.64;-161.3;79;-165;0
2004-12-08;-198.17;173.97;-305.32;87.62;66.84;-160.02;78;-157;0
2004-12-09;-193.02;172.77;-305.86;86.9;-13.52;-168.14;80;-164;0
2004-12-10;-193.15;172.79;-306.44;88.9;-15.28;-114.44;85;-154;0
2004-12-13;-196.32;173.05;-305.71;95.08;-11.22;-101.47;85;-155;0
2004-12-14;-196.69;172.85;-310.31;93.8;-51.55;-117.35;81;-157;0
2004-12-15;-189.33;174.12;-308.19;96.52;-48.4;-133.08;76;-161;0
2004-12-16;-200.07;174.91;-309.81;94.98;-20.28;-116.89;78;-160.5;0
2004-12-17;-204.68;173.72;-312.87;94.73;-71.67;-145.63;80;-163;0
2004-12-20;-203.06;175.88;-316.22;100.58;-60.61;-125.38;81;-162;0
2004-12-21;-209.11;172.81;-320.75;94.91;-124.32;-178.28;80;-171.5;0
2004-12-22;-211.58;173.34;-318.6;93.73;-126.5;-175.03;82;-173;0
2004-12-23;-206.02;171.52;-315.75;97.98;-129.62;-157.04;79;-166;0
2004-12-24;-206.96;171.64;-316.28;99.13;-129.81;-163.27;79;-169;0
2004-12-27;-207.54;171.33;-318.39;100.28;-120.74;-156.22;82;-172;0
2004-12-28;-213.01;169.59;-324.65;93.6;-156.87;-187.29;75;-178.5;0
2004-12-29;-208.29;172.64;-326.34;98.58;-125.44;-156.98;78;-167;0
2004-12-30;-208.34;172.87;-319.77;100.33;-106.67;-155.66;81;-167;0
2004-12-31;-208.76;171.32;-314.81;97.58;-115.9;-164.31;77;-176;0
2005-01-03;-210.63;171.48;-315.13;100.11;-103.79;-148.41;77;-168;0
2005-01-04;-211.23;170.24;-323;104.88;-52.46;-93.92;77;-156;0
2005-01-05;-212.88;173.17;-316.46;108.85;-79.58;-126.22;82;-142;0
2005-01-06;-211.05;171.65;-311.4;107.81;-95;-100.31;83;-123;0
2005-01-07;-208.83;170.03;-309.38;108.85;-65.7;-82.99;91;-115;0
2005-01-10;-206.91;170.43;-306.45;112.75;-75.83;-106.2;95;-104;0
2005-01-11;-209.8;169.91;-305.45;114.51;-96.49;-125.29;97;-100;0
2005-01-12;-210.47;171.52;-308.03;116.65;-100.17;-131.87;94;-103;0
2005-01-13;-207.21;169.81;-301.83;117.05;-95.63;-125.66;92;-111.5;0
2005-01-14;-206.33;169.41;-298.69;120.83;-60.15;-114.5;87;-102;0
2005-01-17;-209.67;169.92;-297.61;120.35;-83.84;-108.63;89;-109;0
2005-01-18;-210.43;174.88;-297.71;120.1;-103.46;-121.64;85;-101.5;0
2005-01-19;-212.74;176.46;-299.95;122.1;-106;-109.58;82;-110;0
2005-01-20;-210.19;173.79;-301.04;116.38;-119.71;-157.14;78;-115.5;0
2005-01-21;-210.52;173.2;-299.27;115.33;-139.04;-154.67;79;-123.5;0
2005-01-24;-207.54;174.17;-298.1;118.78;-116.99;-116.86;85;-116;0
2005-01-25;-205.76;174.81;-299.49;119.14;-111.98;-133.83;75;-103;0
2005-01-26;-208.75;176.77;-302.44;123.7;-127.44;-124.29;69;-109;0
2005-01-27;-209.67;174.88;-301.96;122.58;-137.26;-138.39;81;-105;0
2005-01-28;-205.32;175.24;-298.34;122.9;-132.61;-144.88;83;-105;0
2005-01-31;-206.59;176.31;-293.64;124.43;-128.23;-1163.43;82;-103;0
2005-02-01;-211.2;175.83;-302.12;125.55;-136.27;-154.51;82;-101.5;0
2005-02-02;-209.5;175.81;-305.01;128.85;-115.31;-162;84;-96;0
2005-02-03;-213.31;175.22;-304.73;128.95;-119.64;-171.74;86;-92.5;0
2005-02-04;-213.74;175.51;-298.43;126.3;-119.28;-164.88;79;-97.5;0
2005-02-07;-215.94;174.82;-299.76;126.03;-117.43;-146.55;82;-93;0
2005-02-08;-214.17;177.07;-303.14;126.9;-124.62;-154.75;85;-88;0
2005-02-09;-217.36;181.94;-300.58;123.82;-140.69;-197.5;87;-89;0
2005-02-10;-208.46;180.66;-300.52;130.63;-97.91;-220.34;87;-86.5;0
2005-02-11;-207.88;181.18;-299.74;133.66;-88.1;-218.6;89;-78;0
2005-02-14;-210.39;182.71;-301.92;136.59;-104.35;-214.68;90;-83;0
2005-02-15;-209.33;180.85;-309.84;136.15;-126.94;-232.09;84;-92;0
2005-02-16;-207.75;180.94;-311.08;142.25;-122.02;-202.6;87;-95;0
2005-02-17;-206.92;179.51;-308.87;140.15;-189.7;-180.65;93;-90;0
2005-02-18;-207.77;180.32;-312.34;143.67;-160.96;-81.21;91;-85.5;0
2005-02-21;-207.5;180;-313.15;143.33;-171.67;-46.25;90;-86;0
2005-02-22;-208.75;185.1;-311.86;147.38;-151.45;-53.14;82;-85;0
2005-02-23;-211.53;188.7;-314.9;148.5;-144.44;-63;85;-87;0
2005-02-24;-211.84;189.96;-313.94;151.15;-145.24;-49.83;94;-80;0
2005-02-25;-203.94;187.09;-315.21;153.73;-160.4;-50.72;92;-59;0
2005-02-28;-203.42;187.14;-314.17;158.55;-146.14;-68.43;89;-51.5;0
2005-03-01;-205.71;187.48;-310.76;158.08;-175.51;-73.83;92;-47;0
2005-03-02;-207.84;190.04;-312.14;157.8;-181.76;-78.06;89;-53.5;0
2005-03-03;-212.73;190.29;-309.77;159.2;-152;-33.33;93;-36;0
2005-03-04;-211.91;190.83;-308.1;163.43;-152.38;-32.28;92;-38.5;0
2005-03-07;-209.16;192.1;-308.14;167.73;-127.89;-23.38;96;-30;0
2005-03-08;-211.03;194.19;-311.37;171.18;-175.08;-20.41;96;-25;0
2005-03-09;-209.65;196.31;-310.76;174.18;-189.98;-24.08;94;-29;0
2005-03-10;-208.48;195.68;-310.91;175.65;-180.55;-19.32;95;-27;0
2005-03-11;-207.45;194.38;-309.72;180.89;-133.52;-23.83;95;-23;0
2005-03-14;-209.47;193.44;-311.81;180.5;-145.25;-20;105;-17;0
2005-03-15;-210.04;192.43;-308.04;183.38;-106.94;-23.97;109;-20;0
2005-03-16;-212.16;190.87;-314.24;181.75;-147.16;-19.88;111;-29;0
2005-03-17;-215.62;188.04;-313.99;176.45;-172.25;-23.67;115;-37;0
2005-03-18;-219.1;186.67;-314.85;176.9;-169.92;-32.66;108;-54;0
2005-03-21;-216.86;185.59;-315.53;173;-1171.62;-23.53;108;-50;0
2005-03-22;-220.8;184.63;-317.66;180.45;-114.41;-23.61;125;-46;0
